01,01,1
02,01,0
03,01,0
04,01,0
05,01,0
06,01,0
07,01,0
08,01,0
09,01,0
10,01,0
01,02,0
02,02,1
03,02,0
04,02,0
05,02,0
06,02,0
07,02,0
08,02,0
09,02,0
10,02,0
01,03,0
02,03,0
03,03,1
04,03,0
05,03,0
06,03,0
07,03,0
08,03,0
09,03,0
10,03,0
01,04,0
02,04,0
03,04,0
04,04,1
05,04,0
06,04,0
07,04,0
08,04,0
09,04,0
10,04,0
01,05,0
02,05,0
03,05,0
04,05,0
05,05,1
06,05,0
07,05,0
08,05,0
09,05,0
10,05,0
01,06,0
02,06,0
03,06,0
04,06,0
05,06,0
06,06,1
07,06,0
08,06,0
09,06,0
10,06,0
01,07,0
02,07,0
03,07,0
04,07,0
05,07,0
06,07,0
07,07,1
08,07,0
09,07,0
10,07,0
01,08,0
02,08,0
03,08,0
04,08,0
05,08,0
06,08,0
07,08,0
08,08,1
09,08,0
10,08,0
01,09,0
02,09,0
03,09,0
04,09,0
05,09,0
06,09,0
07,09,0
08,09,0
09,09,1
10,09,0
01,10,0
02,10,0
03,10,0
04,10,0
05,10,0
06,10,0
07,10,0
08,10,0
09,10,0
10,10,1
